,Name,Also known as,Description,Substitutions,Scientific name
160,buttermilk,,"Despite its name and creamy consistency, buttermilk is relatively low in fat. It's sometimes tolerated by people with lactose intolerance since some of the lactose is fermented by bacteria. Most of the buttermilk found in supermarkets is cultured buttermilk, made by adding a bacterial culture to low-fat or nonfat milk. More authentic and tasty, though, is churn buttermilk, which is the liquid that remains after milk is churned into butter. Since recipes often call for just small amounts of buttermilk, many cooks use reconstituted powdered buttermilk. Churn buttermilk may require longer baking times than ordinary commercial buttermilk.","[{'Carbs': '', 'Calories': '74.7 g', 'Salt': '290 Cals.', 'Fats': '37 mg', 'Cholesterol': '0.1 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '205 mg', 'Sugars': '0 g', 'Fiber': '74.7 g', 'Mono fats': '0 g', 'Poly fats': '0 g', 'Saturated fats': '0.1 g', 'Name': 'molasses'}, {'Carbs': '', 'Calories': '4.9 g', 'Salt': '58.7 Cals.', 'Fats': '40.5 mg', 'Cholesterol': '3.1 g', 'Name': 'milk 3.5%'}, {'Carbs': '', 'Calories': '5 g', 'Salt': '41.7 Cals.', 'Fats': '44.3 mg', 'Cholesterol': '1.4 g', 'Name': 'lemon juice'}, {'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'milk 3.5%'}, {'Carbs': '', 'Calories': '4.8 g', 'Salt': '61 Cals.', 'Fats': '43 mg', 'Cholesterol': '3.3 g', 'Name': 'cream of tartar'}, {'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'yogurt'}]",Bos taurus
161,buttermilk cheese,,"You won't find this tangy, creamy cheese in supermarkets, but it's easy to make at home.  To make your own:  Line a colander with several folds of cheesecloth or a kitchen towel.  Pour buttermilk into the cloth, then put the colander into a larger container and let it drain overnight in the refrigerator until it's reduced to a cheeselike consistency.","[{'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'buttermilk'}, {'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'ricotta cheese'}, {'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'cream cheese'}]",Bos taurus
162,Cabrales,queso de Cabrales,This is a crumbly and very pungent blue cheese from Spain. It is usuually made from cow's milk but can be made with other kinds of milk.,"[{'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'picon'}, {'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'Valdeon'}, {'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'Roquefort'}]",Bos taurus
163,Caciocavallo,Cacciocavallo,This Italian cheese is similar to provolone. This can be made from cow’s milk or sheep’s milk.,"[{'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'provolone'}, {'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'Kashkaval'}, {'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'scamorza'}, {'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'kasseri'}, {'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'mozzarella'}]",
164,Caciotta,Casciotta,This mild Italian cheese is made with a blend of sheep's milk and cow's milk cheese.,"[{'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'pepper jack'}, {'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'jack cheese'}]",Bos taurus
165,Caerphilly,,This Welsh cow's milk cheese is crumbly and a good melter.,"[{'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'Cheddar'}]",Bos taurus
166,Cambozola,,"This German cow's milk cheese combines the moist, rich creaminess of Camembert with the sharpness of blue Gorgonzola. It's one of the mildest blue cheeses.","[{'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'Blue Castello'}, {'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'Bleu de Bresse'}, {'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'brie'}, {'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'Camembert'}, {'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'Saga blue'}, {'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'Gorgonzola'}]",Bos taurus
167,Camembert,,"This popular soft-ripened cow's milk cheese is buttery rich and wonderful to spread on hot French bread. The name's not protected, so there are lots of Camemberts of varying quality on the market. Try to get a French raw milk Camembert--our pasteurized domestic versions are bland in comparison. Use within a few days after purchasing. For best flavor, serve at room temperature.","[{'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'brie'}, {'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'Explorateur'}, {'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'Paglietta'}]",Bos taurus
168,Cantal,,This French cow's milk cheese is sweet when young but earthy and grassy when aged. It's a reliable party-pleaser--mild but complex.,"[{'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'Cheddar'}, {'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'Gruyere'}, {'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'jack cheese'}, {'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'Lancashire'}]",Bos taurus
169,Caprice des Dieux,,This oval French cow's milk cheese resembles Camembert and Brie.,"[{'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'Camembert'}, {'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'brie'}, {'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'Brillat Savarin cheese'}, {'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'Saint André cheese'}, {'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'boursault'}]",Bos taurus
170,caprino fresco,"caprini, fresh caprino",This is an excellent Italian fresh goat cheese that's hard to find in the U.S.,"[{'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'robiola Piemonte'}]",Capra aegagrus hircus
171,caprino stagionato,aged caprino,This is an excellent Italian aged raw goat's milk cheese that's hard to find in the U.S.,"[{'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'chevre (aged)'}]",
172,Carré de l'est,,"This is a square washed rind, moderately stinky cow's milk cheese from the Lorraine region of France.","[{'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'Epoisses'}, {'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': ""Pont-l'Evêque""}, {'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'Maroilles'}, {'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'brie'}, {'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'Camembert'}]",Bos taurus
173,angel food cake pan,,These usually have removable bottoms.,[],
174,apple corer,,,"[{'Carbs': '', 'Name': 'chef knife'}]",
175,apple peeler and corer,,,"[{'Carbs': '', 'Name': 'paring knife'}]",
176,apple slicer,,,"[{'Carbs': '', 'Name': 'paring knife'}]",
177,apron,,,[],
178,bacon press,,,[],
179,bamboo skewers,,,[],
180,barbecue tools,,"These usually include a spatula, tongs and a fork.",[],
181,basting brush,,,"[{'Carbs': '', 'Name': 'bulb baster'}]",
182,blender,electric blender,,"[{'Carbs': '', 'Name': 'food processor'}]",
183,bottle opener,church key,,[],
184,bowl,small bowl,,"[{'Carbs': '', 'Calories': '11.8 g', 'Salt': '47 Cals.', 'Fats': '0 mg', 'Cholesterol': '0.1 g', 'Vitamin C': '0 mg', 'Calcium': '53.2 mg', 'Protein': '40 mg', 'Sugars': '0.9 g', 'Fiber': '9.4 g', 'Mono fats': '2.4 g', 'Poly fats': '0 g', 'Saturated fats': '0 g', 'Name': 'orange'}, {'Carbs': '', 'Calories': '6 g', 'Salt': '26 Cals.', 'Fats': '4 mg', 'Cholesterol': '0.3 g', 'Vitamin C': '0 mg', 'Calcium': '127.7 mg', 'Protein': '7 mg', 'Sugars': '1 g', 'Fiber': '4.2 g', 'Mono fats': '2.1 g', 'Poly fats': '0 g', 'Saturated fats': '0.2 g', 'Name': 'bell pepper'}]",
185,bread board,,,[],
186,bread knife,,,"[{'Carbs': '', 'Name': 'chef knife'}]",
187,broiler pan,,,"[{'Carbs': '', 'Name': 'roasting pan'}]",
188,brushes,"cleaning brushes, scrub brushes",,[],
189,bulb baster,,,"[{'Carbs': '', 'Name': 'basting brush'}]",
190,bundt pan,kugelhupf mold,,[],
191,butter muslin,"cheese muslin, muslin cloth",This resembles a tightly woven cheesecloth and is used for straining fine particles from a liquid.,[],
192,cake board,cake circle,,[],
193,cake pan,layer cake pan,,[],
194,can opener,,,[],
195,candy thermometer,,,[],
196,casserole pot,casserole pan,,"[{'Carbs': '', 'Name': 'clay pot'}]",
197,cast-iron skillet,"cast-iron pan, iron pan, iron skillet",,"[{'Carbs': '', 'Name': 'frying pan'}, {'Carbs': '', 'Name': 'sauté pan'}]",
198,ceramic bowl,,,"[{'Carbs': '', 'Name': 'copper bowl'}]",
199,charcoal barbecue,hibachi,These require a 40 minute lead time to allow the charcoal to heat up.,"[{'Carbs': '', 'Name': 'gas barbecue'}, {'Carbs': '', 'Name': 'meat smoker'}]",
200,cheesecloth,,Includes fine cheesecloth,[],
201,chef knife,carving knife,,"[{'Carbs': '', 'Name': 'bread knife'}]",
202,chinois,,This fits on top of a deep container and mashes food that is pressed through it.,[],
203,chopsticks,,These are substitutes for tongs.,"[{'Carbs': '', 'Name': 'fork'}]",
204,citrus juicer,"citrus press, lemon juicer",,"[{'Carbs': '', 'Name': 'reamer'}]",
205,clam knife,"oyster knife, oyster shucker",,[],
206,clay pot,,,"[{'Carbs': '', 'Name': 'casserole pot'}, {'Carbs': '', 'Name': 'dutch oven'}]",
207,cocktail shaker,,This is for mixing cocktails.,"[{'Carbs': '', 'Name': 'food storage containers'}]",
208,cocktail strainer,bar strainer,These are used to shake and strain cocktails.,"[{'Carbs': '', 'Name': 'sieve'}]",
209,coffee filter,,,"[{'Carbs': '', 'Name': 'paper towels'}]",
210,coffee grinder,,,"[{'Carbs': '', 'Name': 'blender'}, {'Carbs': '', 'Name': 'pepper mill'}]",
211,colander,,Cooks use these to wash foods or to drain noodles or vegetables after boiling.  Large metal ones are best.,"[{'Carbs': '', 'Name': 'tongs'}, {'Carbs': '', 'Name': 'sieve'}]",
212,almond oil,"expressed almond oil, huile d'amande, sweet almond oil",Nut oils are best used in cold dishes; heat destroys their delicate flavor.,"[{'Carbs': '', 'Calories': '0 g', 'Salt': '884 Cals.', 'Fats': '0 mg', 'Cholesterol': '100 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '0 mg', 'Sugars': '0 g', 'Fiber': '0 g', 'Mono fats': '0 g', 'Poly fats': '78 g', 'Saturated fats': '10.2 g', 'Name': 'hazelnut oil'}, {'Carbs': '', 'Calories': '0 g', 'Salt': '884 Cals.', 'Fats': '0 mg', 'Cholesterol': '100 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '0 mg', 'Sugars': '0 g', 'Fiber': '0 g', 'Mono fats': '0 g', 'Poly fats': '22.8 g', 'Saturated fats': '63.3 g', 'Name': 'walnut oil'}, {'Carbs': '', 'Calories': '0 g', 'Salt': '857 Cals.', 'Fats': '0 mg', 'Cholesterol': '100 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '0 mg', 'Sugars': '0 g', 'Fiber': '0 g', 'Mono fats': '0 g', 'Poly fats': '28.6 g', 'Saturated fats': '57.1 g', 'Name': 'vegetable oil'}, {'Carbs': '', 'Calories': '0 g', 'Salt': '884 Cals.', 'Fats': '2 mg', 'Cholesterol': '100 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '1 mg', 'Sugars': '0 g', 'Fiber': '0 g', 'Mono fats': '0 g', 'Poly fats': '73 g', 'Saturated fats': '10.5 g', 'Name': 'olive oil'}]",Prunus dulcis
